text,images,compensation,link,address,date,type
Mid-Level Software Engineer,,$100-110k,https://boston.craigslist.org/sob/sof/d/quincy-mid-level-software-engineer/6950913390.html,"
        ,
The Mid-Level Software Engineer designs and implements APIs and integration points between our company's SaaS application to customers' systems.  This role is critical for helping our customers utilize our workflow and leverage their existing applications.  This role supports all stages of software development lifecycle including gathering requirements, technical design, unit and integration testing, deployment, and post-production support. ,
,
Duties and Responsibilities,
•	Design, develop, test and prepare APIs for installation.,
•	Design, develop and conduct Systems Integration Testing (SIT) prior to launching the solutions.,
•	Develop and maintain technical documentation to support technical delivery and integrations with 3rd party software.,
•	Help in technical discussions with clients throughout project delivery and implementation of all integrations.,
•	Provide post-installation and integration support.,
•	Troubleshoot technical issues by confirming the validity of the problem and seeking known solutions.,
•	Work with internal and external vendors and clients in a constructive and collaborative manner and on the integration of diverse technologies.,
•	Help technical leads in the development of project metrics on IT projects during the project planning phase, and after initiation.,
•	Experience connecting both SaaS and On-Premise integration points.,
•	Work on other tasks at the discretion of the Senior Director, Solution Architect. ,
,
Qualifications,
•	Bachelor’s degree in Computer Sciences. Master’s degree is a plus.,
•	Total five to seven years of software development experience. Around two years of systems integration experience for large scale infrastructure and cloud transformation programs is a plus.,
•	Proven experience in software solutions development, software integration through analysis, design, development, implementation, test and evaluation of custom developed solutions.,
•	Proven experience in technical documentation and systems support.,
•	Strong working knowledge of the Microsoft Technology Stack - .Net, C#, ASP.NET, .NET Core, REST APIs.,
•	Proven experience in design and development of Microsoft SQL Server database, SQL Scripts and other like MySQL, MongoDB.,
•	Foundational knowledge of Microsoft SharePoint, Microsoft Dynamics is a plus.,
•	Excellent .NET and SQL Server debugging and troubleshooting skills.,
•	Experience in both web-based and traditional programs.,
•	Experience with AWS or Azure based integrations.,
•	Understanding of software security and secure systems.,
•	Experience with Windows Active Directory environments is a plus.,
•	Excellent oral and written communication skills.,
•	Excellent analytical skills.,
•	Ability to independently troubleshoot and debug customer reported issues.,
•	Ability to work independently, demonstrate initiative, and work on tighter project deadlines.,
•	Excellent ability to perform a variety of tasks.,
,
**Unable to provide H1B sponsorship at the present time**,
,
Physical Requirements,
•	Some physical requirements are needed for this position.,
•	Ability to travel 10-20% both domestically and internationally,
,
    ",2019-08-06 15:02,full-time
Construction Project Manager,,competitive,https://boston.craigslist.org/gbs/rej/d/wellesley-hills-construction-project/6956703459.html,"
        ,
Maloney Properties – Voted “Best Place to Work” by its employees for 4 years!,
Our team is hard-working and motivated toward providing the best possible housing experience for our residents.  Our reputation for customer service and quality workmanship is exemplary in the industry.,
An experienced Project Manager is needed for our Contracting Services, a Division of Maloney Properties, Inc.  The Division is responsible to oversee millions of dollars in residential and commercial development projects as well as projects owned or managed by Maloney Properties.  The ideal candidate will demonstrate the ability to professionally manage various projects from assisting in the development of scope and managing to completion.   Qualified applicants will have experience in all phases of construction management and owners’ representation services.,
Skills required:,
•	Experience working on construction and renovation projects of varying size and complexity.,
•	Ability to effectively manage architects, engineers and contractors.,
•	Thorough knowledge of construction documents and contracts.,
•	Experience working with construction project software programs.,
•	Ability to manage and monitor schedules to ensure projects stay on track.,
•	Ability to conduct comprehensive plan and cost reviews.,
•	Effective communication with owners, agents and project teams.,
•	Motivated to manage projects to meet goals and expectations of the property owners, including those properties managed by Maloney under third party contracts as well as properties owned by Maloney and those under development by Maloney Development LLC.  ,
Some of the day to day responsibilities include: ,
•	Meeting with and negotiating with clients, architects and consultants.,
•	Scheduling,
•	Permitting,
•	Bidding and job estimating.,
•	Negotiating with contractors and sub-contractors. ,
•	Budgeting and Tracking job schedules.,
Qualifications:,
A minimum of 5 years of construction management experience. The ability to organize and lead a team and track a project.  Area of responsibility includes from project development to bid stage and through project completion.  An unrestricted Construction Supervisor’s License for Massachusetts and a complete knowledge of construction methods and materials as well as codes and regulations pertaining to construction is required. A valid Driver’s License and access to a vehicle is required.    ,
,
Compensation & Benefits:,
MPI offers a family friendly workplace and healthy work-life balance.  In addition to a competitive salary and benefits package we also offer the following:,
•	Training programs and opportunities that lead to employee advancement and promotions. ,
•	A flexible work schedule and the ability in many cases to work remotely. ,
•	A generous Employee Referral Program with a bonus of up to $1,000 per hire.,
•	Volunteer and fundraising opportunities for annual causes such as the AIDS Walk and Stand Against Racism, just to name a few.  ,
,
,
Apply Now Via:,
,
    ",2019-08-14 16:16,full-time
Civil/Site/Transportation Engineer,,"We offer an excellent compensation and benefits package, including a health insurance plan, 401K plan, short- and long-term disability plans and profit bonus plan.",https://boston.craigslist.org/gbs/egr/d/woburn-civil-site-transportation/6966398755.html,"
        ,
BRENNAN CONSULTING, INC. is a growing Civil/Site and Transportation Engineering and Land Surveying firm based in Massachusetts, north of Boston. We are looking to add a Site/Civil and Transportation Project Engineer to help with the current workload and in anticipation of some exciting new projects on the horizon.,
,
IDEAL CANDIDATE:,
Approximately 5 to 15+ years of experience,
Registered Professional Engineer in Massachusetts, or anticipating licensure. ,
,
REQUIREMENTS:,
,
SITE/CIVIL ENGINEERING: ,
**Required to develop Site Layout, and Grading and Drainage Designs, as well as the development of Utility, Site Preparation and Demolition, Soil Erosion and Sedimentation Control, and Construction Detail Plans. ,
The project types include: public municipal facilities, public and private school projects, and private development sites including multi residential, mixed use and commercial properties. ,
,
**Need to be intimately familiar with and able to design to the MA-DEP Storm Water Management Standards, as well as best management practices when the Standards are not applicable. ,
,
**Software requirements include AutoCAD Civil 3D version 2014 and HydroCAD version 9.,
,
,
TRANSPORTATION ENGINEERING:,
**Must be familiar with the development of Traffic Impact Assessments, Roadway Design, Traffic Signal Phasing and Timing, and the development of designs in accordance with MassDOT requirements. ,
,
**Software requirements include Synchro version 9.0.,
    ",2019-08-28 10:19,full-time
text,images,compensation,link,address,date,type
Full Stack Software Engineer,,Commensurate with experience,https://boston.craigslist.org/gbs/sof/d/cambridge-full-stack-software-engineer/6962929768.html,"
        ,
Apply here: ,
,
Superpedestrian brings together a team of extraordinary people for one vision: transforming urban mobility. To work with us, you should possess a strong desire to change the way people everywhere move about cities. We're revolutionizing personal transit for a sustainable future. Superpedestrian is an equal opportunity employer, with women and minorities strongly encouraged to apply. We care about your skills and your character. If we think there's a good fit, we will get in touch. So please, no phone calls or recruiters.,
,
The software team at Superpedestrian works on our scooter and electric bike fleet management and Vehicle Intelligence system. This includes backend and APIs to support the rich data we collect, communication and security for IoT, manufacturing integration, research and support tools, mobile SDKs and much more!  We’re a tight knit, industrious bunch and we are seeking a Senior Software Engineer to join the team. The ideal candidate has strong skills in backend development, optimizing algorithms and database structures, but can contribute on multiple levels.,
,
There are currently several opportunities open in the software team, and we are looking for candidates at different stages of their career. Don't hesitate to apply if you only meet some of the preferred qualifications or if you feel you're overqualified. This is a position where you will have the opportunity to shape your responsibilities based on your skills and interests.,
,
,
What you'll do:,
 - Create multiple database-backed API backends,
 - Collaborate with cross-functional teams to define, design and ship new features,
 - Contribute across the stack on developing web applications, data layers, and back end services,
 - Unit-test code for robustness, including edge cases, usability and general reliability,
 - Work on improving application performance and bug fixes,
 - Continuously discover, evaluate, and implement new technologies to maximize development efficiency and application performance,
 - Participate in cross-team peer code reviews,
 - Participate in Agile Scrum sprint and release planning,
,
What we're looking for:,
 - 2+ years of industry experience building scalable backend services,
 - Significant experience with Python,
 - Experience with Django, Rails, Node or similar web framework,
 - Undergraduate degree in computer science or related field,
 - Experience with RESTful web services, JSON,
 - Working knowledge of database systems    ",2019-08-23 11:41,full-time
Senior Software Engineer,,DOE,https://boston.craigslist.org/gbs/sof/d/boston-senior-software-engineer/6949690887.html,"
        ,
,PI112575454,    ",2019-08-04 23:14,
Principal Software Engineer,,DOE,https://boston.craigslist.org/gbs/sof/d/boston-principal-software-engineer/6949698786.html,"
        ,
,PI112575457,    ",2019-08-04 23:39,full-time
"Free Tech Job Training and Optional Job Placement  - Make 80,000 - 120,000 per y",,"80,000 to 100,000",https://boston.craigslist.org/bmw/web/d/ashland-free-tech-job-training-and/6965009469.html,"
        ,
,    ",2019-08-26 12:34,contract
Mid-Level Software Engineer,,$100-110k,https://boston.craigslist.org/sob/sof/d/quincy-mid-level-software-engineer/6950913390.html,"
        ,
The Mid-Level Software Engineer designs and implements APIs and integration points between our company's SaaS application to customers' systems.  This role is critical for helping our customers utilize our workflow and leverage their existing applications.  This role supports all stages of software development lifecycle including gathering requirements, technical design, unit and integration testing, deployment, and post-production support. ,
,
Duties and Responsibilities,
•	Design, develop, test and prepare APIs for installation.,
•	Design, develop and conduct Systems Integration Testing (SIT) prior to launching the solutions.,
•	Develop and maintain technical documentation to support technical delivery and integrations with 3rd party software.,
•	Help in technical discussions with clients throughout project delivery and implementation of all integrations.,
•	Provide post-installation and integration support.,
•	Troubleshoot technical issues by confirming the validity of the problem and seeking known solutions.,
•	Work with internal and external vendors and clients in a constructive and collaborative manner and on the integration of diverse technologies.,
•	Help technical leads in the development of project metrics on IT projects during the project planning phase, and after initiation.,
•	Experience connecting both SaaS and On-Premise integration points.,
•	Work on other tasks at the discretion of the Senior Director, Solution Architect. ,
,
Qualifications,
•	Bachelor’s degree in Computer Sciences. Master’s degree is a plus.,
•	Total five to seven years of software development experience. Around two years of systems integration experience for large scale infrastructure and cloud transformation programs is a plus.,
•	Proven experience in software solutions development, software integration through analysis, design, development, implementation, test and evaluation of custom developed solutions.,
•	Proven experience in technical documentation and systems support.,
•	Strong working knowledge of the Microsoft Technology Stack - .Net, C#, ASP.NET, .NET Core, REST APIs.,
•	Proven experience in design and development of Microsoft SQL Server database, SQL Scripts and other like MySQL, MongoDB.,
•	Foundational knowledge of Microsoft SharePoint, Microsoft Dynamics is a plus.,
•	Excellent .NET and SQL Server debugging and troubleshooting skills.,
•	Experience in both web-based and traditional programs.,
•	Experience with AWS or Azure based integrations.,
•	Understanding of software security and secure systems.,
•	Experience with Windows Active Directory environments is a plus.,
•	Excellent oral and written communication skills.,
•	Excellent analytical skills.,
•	Ability to independently troubleshoot and debug customer reported issues.,
•	Ability to work independently, demonstrate initiative, and work on tighter project deadlines.,
•	Excellent ability to perform a variety of tasks.,
,
**Unable to provide H1B sponsorship at the present time**,
,
Physical Requirements,
•	Some physical requirements are needed for this position.,
•	Ability to travel 10-20% both domestically and internationally,
,
    ",2019-08-06 15:02,full-time
Construction Project Manager,,competitive,https://boston.craigslist.org/gbs/rej/d/wellesley-hills-construction-project/6956703459.html,"
        ,
Maloney Properties – Voted “Best Place to Work” by its employees for 4 years!,
Our team is hard-working and motivated toward providing the best possible housing experience for our residents.  Our reputation for customer service and quality workmanship is exemplary in the industry.,
An experienced Project Manager is needed for our Contracting Services, a Division of Maloney Properties, Inc.  The Division is responsible to oversee millions of dollars in residential and commercial development projects as well as projects owned or managed by Maloney Properties.  The ideal candidate will demonstrate the ability to professionally manage various projects from assisting in the development of scope and managing to completion.   Qualified applicants will have experience in all phases of construction management and owners’ representation services.,
Skills required:,
•	Experience working on construction and renovation projects of varying size and complexity.,
•	Ability to effectively manage architects, engineers and contractors.,
•	Thorough knowledge of construction documents and contracts.,
•	Experience working with construction project software programs.,
•	Ability to manage and monitor schedules to ensure projects stay on track.,
•	Ability to conduct comprehensive plan and cost reviews.,
•	Effective communication with owners, agents and project teams.,
•	Motivated to manage projects to meet goals and expectations of the property owners, including those properties managed by Maloney under third party contracts as well as properties owned by Maloney and those under development by Maloney Development LLC.  ,
Some of the day to day responsibilities include: ,
•	Meeting with and negotiating with clients, architects and consultants.,
•	Scheduling,
•	Permitting,
•	Bidding and job estimating.,
•	Negotiating with contractors and sub-contractors. ,
•	Budgeting and Tracking job schedules.,
Qualifications:,
A minimum of 5 years of construction management experience. The ability to organize and lead a team and track a project.  Area of responsibility includes from project development to bid stage and through project completion.  An unrestricted Construction Supervisor’s License for Massachusetts and a complete knowledge of construction methods and materials as well as codes and regulations pertaining to construction is required. A valid Driver’s License and access to a vehicle is required.    ,
,
Compensation & Benefits:,
MPI offers a family friendly workplace and healthy work-life balance.  In addition to a competitive salary and benefits package we also offer the following:,
•	Training programs and opportunities that lead to employee advancement and promotions. ,
•	A flexible work schedule and the ability in many cases to work remotely. ,
•	A generous Employee Referral Program with a bonus of up to $1,000 per hire.,
•	Volunteer and fundraising opportunities for annual causes such as the AIDS Walk and Stand Against Racism, just to name a few.  ,
,
,
Apply Now Via:,
,
    ",2019-08-14 16:16,full-time
CIVIL ENGINEERS & Surveyors - All Levels,"https://images.craigslist.org/00101_3qprXDEeCRQ_600x450.jpg,https://images.craigslist.org/00s0s_5ULF13MvOda_600x450.jpg,https://images.craigslist.org/00q0q_e3jjxRHrFJG_600x450.jpg,https://images.craigslist.org/00S0S_gg3BrssLVpY_600x450.jpg,https://images.craigslist.org/00909_4npqDFanL7x_600x450.jpg,https://images.craigslist.org/01111_aj23sDEOWmN_600x450.jpg,https://images.craigslist.org/00u0u_eWrZMPd73KC_600x450.jpg,https://images.craigslist.org/00Y0Y_7FbOIsehvH2_600x450.jpg,https://images.craigslist.org/00A0A_k6oLYjPcwd5_600x450.jpg,https://images.craigslist.org/00505_7Zcr1Kqq5WW_600x450.jpg,https://images.craigslist.org/00p0p_3qJZnXkVFoz_600x450.jpg,https://images.craigslist.org/00w0w_l5dazEcmdO0_600x450.jpg,https://images.craigslist.org/01717_5OlyBmkOBuF_600x450.jpg,https://images.craigslist.org/00808_gI1l6wPbXIx_600x450.jpg,https://images.craigslist.org/00Y0Y_cEpigprK6xc_600x450.jpg,https://images.craigslist.org/00g0g_kU2K4cAi2Xv_600x450.jpg","Dependent on experience level; Full time with benefits, healthcare, 401k",https://boston.craigslist.org/gbs/egr/d/boston-civil-engineers-surveyors-all/6956264295.html,"
        ,
,  ,
 ,  ,  
  ,

We have positions for: Civil CAD Designer, Civil Project Engineer, Licensed Civil Engineer, Civil Project Manager, Structural Engineers and Land Surveyors    , ,

Positions open for types of project disciplines: Land Development / Site Development, Transportation Engineering, Structural Engineering, Land Surveying and Water Resources   , ,

For CONFIDENTIAL CONSIDERATION: ,
Email your resume to: jobs@trabucogroup.com 
, ,
For full list of Engineering positions, visit us at: ,    ",2019-08-14 02:52,full-time
VP of Engineering for Growing Medical Device Company,,TBD,https://boston.craigslist.org/gbs/egr/d/roslindale-vp-of-engineering-for/6946326035.html,"
        ,
We are a four-year-old medical technology company founded by a team of accomplished entrepreneurs that have built multiple successful, multi-million dollar companies, including two that we took public on the NASDAQ.  ,
This company is growing rapidly and has been well funded, having raised $14.5 million dollars to date.  ,
,
We have created and patented a revolutionary orthopedic rehabilitation device.  Response to the new device has been very strong, with endorsement by 126 highly respected surgeons nationwide.  First versions of the device have been sold into more than 75 hospitals and clinics including many of the top 20 organizations in the country.  ,
,
We are now nearing completion of our second product, a portable version of our first flagship device.  A growing list of surgeons are pre-ordering the product in anticipation of launch this spring.,
,
The new product features wearable devices for measuring and tracking patient progress.,
,
We are now seeking a full-time VP of Engineering (near Boston or surrounding area), with a proven track record of successfully bringing new medical devices from specs to market. This person will report directly to our CEO and manage a small team of mechanical, electrical, and software engineers, industrial designers, and fabricators which will turn pictures, drawings, specs, illustrations, directions and requirements into a working, market-ready device; and hand it off to manufacturing.,
,
The company is located in western Connecticut.  This candidate must be located either in Boston or western Connecticut, or nearby enough that they can easily commute there for meetings.  Alternatively the company will consider relocating a very qualified candidate.,
,
The current product is being finalized and tested for market readiness.  Another device is in early stages of engineering, and there are multiple additional products planned behind these.  For the right candidate, there are likely to be many years of engineering work ahead.,
,
The desired candidate will oversee and manage each contributing engineer on timelines and budgets. The VP of Engineering drives the planning, design, prototyping, testing, and refinement of product development.,
The highest quality we are seeking is the ability to make things go right to get high quality work done with very aggressive targets.  ,
,
The ideal candidate has:,
,
 an entrepreneurial, “guerilla warfare” mindset and style, i.e. builds things fast and cheap and demonstrates them quickly, versus big-company-big-budget-long-timeline; ,
an extreme sense of urgency; ,
a high level of creativity and a vast knowledge of a wide variety of materials and methods of solving engineering problems; ,
an ability to plan activities and processes in parallel; ,
and a positive “get it done” “this will be easy” attitude; ,
combining to push projects to completion at rapid speed.,
The candidate should be familiar with and operate with lean and agile best practices with frequent builds, and with creating a minimum viable product as first priority.,
,
The Engineering Manager will need to:,
,
Assess proposals and identify any additional partners/consultants needed for key aspects of the design, testing, and manufacturing processes,
Manage diverse teams of engineers and designers,
Keep detailed and accurate records,
Cooperate with and support quality management system for regulatory requirements,
Use your experience and expertise to take the lead while remaining flexible enough to implement and adapt to feedback and requirements from management and advisors,
Continue building a strong, lean, and talented Engineering team through the development of internal talent as well as external hiring,
Build multiple teams over time for various projects, yet share intelligence between teams.,
,
Key Requirements:,
10+ years of experience engineering products,
Experience in medical devices, orthopedics, medical background / training / anatomy, medical regulatory agencies and procedures, are all a plus but not required,
Can demonstrate past success moving products from concept to market,
Ability to work well under pressure to meet aggressive deadlines,
Skilled at reading, processing, and working with technical writing and data,
Ability to interface effectively with engineers to complete work and achieve targets,
Experience using product management software, including ability to quickly learn how to use new management software,
,
Qualified candidates, please respond and include:,
A cover letter detailing why you are the ideal fit for this job and your current pay requirements,
An up-to-date resume,
A list of devices (medical or otherwise) which you have personally successfully led the charge in engineering from specs to showroom ,
,
Please respond to this post only. Do not contact the company via phone or email outside of this post. ,
,
For the right candidate, this is a long-term position with tremendous growth potential.  Compensation is competitive and is based on experience, accomplishments, and proven success.  The company is willing to compensate in the upper range for a candidate who demonstrate extraordinary productivity over time.,
,
Finally, openness, honesty, and candidness are qualities we respond to—as opposed to framing things in the right way with the right words. Please be who you are and let the dice roll.,
    ",2019-07-31 10:35,full-time
